X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,GlobalID
-8524092.6,4461705.24,3303,13923604,MCDONALD ARMY COMMUNITY HOSPITAL,576 JEFFERSON AVENUE,FORT EUSTIS,VA,23604,NOT AVAILABLE,(757) 314-7500,MILITARY,OPEN,30,NEWPORT NEWS,51700,USA,37.1619543,-76.573226,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2019/04/16 00:00:00+00,http://mcdonald.narmc.amedd.army.mil/default.aspx,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - FEDERAL,-999,30,NOT AVAILABLE,N,{18845D74-4B9A-4AB7-BD24-69744C204F14}
-8851849.7,4488201.66,3441,5124523,BEDFORD MEMORIAL HOSPITAL,1613 OAKWOOD STREET,BEDFORD,VA,24523,NOT AVAILABLE,(540) 586-2440,GENERAL ACUTE CARE,OPEN,50,BEDFORD CITY,51515,USA,37.3514029,-79.517518,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.bmhva.com,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,50,NOT AVAILABLE,Y,{9B34467C-0FAC-4715-A26F-4564A7048581}
-8494138.6,4419997.46,3510,12823507,HOSPITAL FOR EXTENDED RECOVERY,"600 GRESHAM DRIVE, SUITE 700",NORFOLK,VA,23507,NOT AVAILABLE,(757) 668-1700,LONG TERM CARE,OPEN,35,NORFOLK,51710,USA,36.8627811,-76.304145,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.sentara.com/hospitalsfacilities/hospitals/norfolkgeneral/pages/hospital_for_extended_recovery.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,35,NOT AVAILABLE,Y,{9452AD91-3E38-4A2A-B344-577D14E26E89}
-8815144.9,4500371.68,3631,145924503,CENTRA SPECIALTY HOSPITAL,"3300 RIVERMONT AVENUE, KRISE 3",LYNCHBURG,VA,24503,NOT AVAILABLE,(434) 200-1960,LONG TERM CARE,OPEN,36,LYNCHBURG,51680,USA,37.4382583,-79.187794,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,http://www.centraspecialtyhospital.com/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,36,NOT AVAILABLE,N,{7612028B-5061-4F31-B0D5-9110A08E9E36}
-8644956.7,4504375.11,3653,8623114,SHELTERING ARMS HOSPITAL SOUTH,"13700 ST. FRANCIS BOULEVARD, SUITE 400",MIDLOTHIAN,VA,23114,NOT AVAILABLE,(804) 764-5290,REHABILITATION,OPEN,28,CHESTERFIELD,51041,USA,37.4668082,-77.658968,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.shelteringarms.com/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,28,NOT AVAILABLE,N,{B9647CBE-6570-4749-AD9D-FED508436A65}
-8778151.1,4636767.48,3812,147322801,SENTARA RMH MEDICAL CENTER,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,NOT AVAILABLE,(540) 689-1000,GENERAL ACUTE CARE,OPEN,238,ROCKINGHAM,51165,USA,38.4047868,-78.855473,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,www.rmhonline.com,NOT AVAILABLE,ROCKINGHAM MEMORIAL HOSPITAL,51,NON-PROFIT,-999,238,NOT AVAILABLE,Y,{E2B5DC3A-6C1A-480E-A330-425DF3EBEC63}
-8739992,4703109.48,3813,147522664,VALLEY HEALTH SHENANDOAH MEMORIAL HOSPITAL,759 SOUTH MAIN STREET,WOODSTOCK,VA,22664,NOT AVAILABLE,(540) 459-1100,CRITICAL ACCESS,OPEN,25,SHENANDOAH,51171,USA,38.8702953,-78.512684,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,www.valleyhealthlink.com,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,25,NOT AVAILABLE,Y,{53E8B2FA-9DA7-4606-B585-60C47A9887B3}
-8744114.3,4586703.61,4446,147922908,UVA TRANSITIONAL CARE HOSPITAL,2965 IVY ROAD,CHARLOTTESVILLE,VA,22903,NOT AVAILABLE,(434) 924-8245,LONG TERM CARE,OPEN,40,ALBEMARLE,51003,USA,38.0515001,-78.549715,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,http://uvahealth.com/services/transitional-care-hospital/referrals,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,40,NOT AVAILABLE,N,{7C4BFD0A-0646-46DB-BD1D-3D5DC19C7F88}
-9073672,4415884.61,4450,20424354,SOUTHWESTERN VIRGINIA MENTAL HEALTH INSTITUTE,340 BAGLEY CIRCLE,MARION,VA,24354,3390,(276) 783-1200,PSYCHIATRIC,OPEN,179,SMYTH,51173,USA,36.8332155,-81.510182,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/09 00:00:00+00,http://www.swvmhi.dbhds.virginia.gov/swvmhi/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - STATE,-999,179,NOT AVAILABLE,N,{32AE4673-32AB-4FE6-8250-3C72FB272FAB}
-8504006.2,4437180.81,4461,14223607,RIVERSIDE REHABILITATION INSTITUTE,245 CHESAPEAKE AVENUE,NEWPORT NEWS,VA,23607,NOT AVAILABLE,(757) 928-8000,REHABILITATION,OPEN,50,NEWPORT NEWS,51700,USA,36.9861813,-76.392787,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.riversideonline.com/rri/index.cfm,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,50,NOT AVAILABLE,N,{D867A949-0E51-4908-8FC8-C7863ED7941C}
-8612139.6,4716261.86,4464,3620190,RESTON HOSPITAL CENTER,1850 TOWN CENTER PARKWAY,RESTON,VA,20190,NOT AVAILABLE,(703) 689-9020,GENERAL ACUTE CARE,OPEN,187,FAIRFAX,51059,USA,38.9622236,-77.364166,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,www.restonhospital.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,187,LEVEL II,Y,{B96C59C7-89A9-4FD5-AF43-74B6577A8BB6}
-8497268,4441247.74,4468,12523667,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,NOT AVAILABLE,(757) 722-9961,MILITARY,OPEN,485,HAMPTON,51650,USA,37.0153582,-76.332257,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.hampton.va.gov/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - FEDERAL,-999,485,NOT AVAILABLE,N,{56259421-E882-4010-A284-CCD9867B3BE5}
-8619500,4514618.81,4699,11423298,VCU HEALTH SYSTEM,1200 E BROAD S,RICHMOND,VA,23219,NOT AVAILABLE,(804) 828-3815,GENERAL ACUTE CARE,OPEN,779,RICHMOND CITY,51760,USA,37.5398099,-77.430286,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.vcuhealth.org/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - DISTRICT/AUTHORITY,-999,779,LEVEL I,Y,{6FF2B44D-0756-4A57-BE94-E5250AFA6B85}
-8619412.6,4514663.5,4711,195023298,VCU MEDICAL CENTER,1250 EAST MARSHALL STREET,RICHMOND,VA,23298,NOT AVAILABLE,(804) 828-9000,GENERAL ACUTE CARE,OPEN,811,RICHMOND CITY,51760,USA,37.5401282,-77.429501,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2020/05/06 00:00:00+00,https://www.vcuhealth.org/locations/location-details?practice=10,NOT AVAILABLE,NOT AVAILABLE,51,NOT AVAILABLE,-999,811,NOT AVAILABLE,N,{456BC63F-474D-420D-8F71-7C508067C38F}
-9152335.4,4383091.62,5317,147224201,REHABILITATION HOSPITAL OF BRISTOL LLC,103 NORTH STREET,BRISTOL,VA,24201,NOT AVAILABLE,(276) 642-7901,REHABILITATION,OPEN,25,BRISTOL,51520,USA,36.5970718,-82.216828,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,https://www.encompasshealth.com/locations/bristolrehab,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,25,NOT AVAILABLE,N,{5BB0C465-B3AC-42E6-AC62-315C48288D17}
-8504331.7,4446584.46,5319,19423666,RIVERSIDE BEHAVIORAL HEALTH CENTER,2244 EXECUTIVE DRIVE,HAMPTON,VA,23666,NOT AVAILABLE,(757) 827-1001,PSYCHIATRIC,CLOSED,127,HAMPTON,51650,USA,37.0536279,-76.395711,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",http://www.vhi.org,2017/03/06 00:00:00+00,IMAGERY,2017/03/07 00:00:00+00,www.riverside-online.com/rbhc,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,127,NOT AVAILABLE,N,{966CC13E-92BF-417C-8B65-A4294F393862}
-8589198,4703079.68,5333,18922044,DOMINION HOSPITAL,2960 SLEEPY HOLLOW ROAD,FALLS CHURCH,VA,22044,NOT AVAILABLE,(703) 536-2000,PSYCHIATRIC,OPEN,100,FAIRFAX,51059,USA,38.8700869,-77.158079,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/06 00:00:00+00,http://dominionhospital.com/,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,100,NOT AVAILABLE,N,{293D4B69-E76C-46E3-B5EE-0B1F79DA7941}
-8445149.9,4505584.27,5334,12123413,RIVERSIDE SHORE MEMORIAL HOSPITAL,9507 HOSPITAL AVENUE,NASSAWADOX,VA,23413,NOT AVAILABLE,(757) 414-8000,GENERAL ACUTE CARE,OPEN,143,NORTHAMPTON,51131,USA,37.4754289,-75.864073,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.shorehealthservices.org,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,143,NOT AVAILABLE,Y,{71FDAF63-2B48-4E07-97EB-7D045F36ADC8}
-8684405.8,4643935.82,5335,1622701,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MEDICAL CENTER,501 SUNSET LANE,CULPEPER,VA,22701,NOT AVAILABLE,(540) 829-4100,GENERAL ACUTE CARE,OPEN,70,CULPEPER,51047,USA,38.4552312,-78.013345,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,https://uvahealth.com/locations/profile/novant-health-uva-health-system-culpeper-medical-center,NOT AVAILABLE,CULPEPER REGIONAL HOSPITAL,51,NON-PROFIT,-999,70,NOT AVAILABLE,Y,{53257307-031E-4461-B59A-7A3502A6D37D}
-8616930.9,4638254.93,5337,1422554,STAFFORD HOSPITAL,101 HOSPITAL CENTER BOULEVARD,STAFFORD,VA,22554,NOT AVAILABLE,(540) 741-9050,GENERAL ACUTE CARE,OPEN,100,STAFFORD,51179,USA,38.415257,-77.407208,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.marywashingtonhealthcare.com/stafford-hospital,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,100,NOT AVAILABLE,Y,{3CC46233-8E91-4C9C-AA1A-D117348B30D6}
-9073457.8,4418387.32,5338,6824354,SMYTH COUNTY COMMUNITY HOSPITAL,565 RADIO HILL ROAD,MARION,VA,24354,NOT AVAILABLE,(276) 782-1234,GENERAL ACUTE CARE,CLOSED,154,SMYTH,51173,USA,36.8512078,-81.508258,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vdh.virginia.gov/olc/acutecare/hospitals.htm,2016/08/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.scchosp.org/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,154,NOT AVAILABLE,Y,{4A1EBA45-8369-4D76-9E22-85BFE2FDE13E}
-9027689.6,4432759.16,5339,7024382,WYTHE COUNTY COMMUNITY HOSPITAL,600 WEST RIDGE ROAD,WYTHEVILLE,VA,24382,NOT AVAILABLE,(276) 228-0200,GENERAL ACUTE CARE,OPEN,108,WYTHE,51197,USA,36.9544468,-81.097115,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.wcch.org/,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,108,NOT AVAILABLE,Y,{7F9DB5E3-9EDF-4408-BD3C-9024B02A2A96}
-9212167.1,4421999.53,5340,6624219,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,NOT AVAILABLE,(276) 523-3110,GENERAL ACUTE CARE,OPEN,60,WISE,51195,USA,36.877169,-82.754305,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.wellmont.org/hospitals/lonesome-pine-hospital.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,60,NOT AVAILABLE,Y,{FFB44CA1-7BE6-4C5C-92E9-16CECF80D38C}
-9124997.8,4399341.18,5341,6724210,JOHNSTON MEMORIAL HOSPITAL,351 COURT STREET NE,ABINGDON,VA,24210,NOT AVAILABLE,(540) 676-7000,GENERAL ACUTE CARE,CLOSED,135,WASHINGTON,51191,USA,36.7141763,-81.97125,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vdh.virginia.gov/olc/acutecare/hospitals.htm,2016/08/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.jmh.org,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,135,NOT AVAILABLE,N,{359D045D-5CCA-45F8-A74C-1FE187C05DD0}
-8626228.9,4521755.33,5342,10223230,VIBRA HOSPITAL OF RICHMOND LLC,2220 EDWARD HOLLAND DRIVE,RICHMOND,VA,23230,NOT AVAILABLE,(804) 678-7000,LONG TERM CARE,OPEN,60,HENRICO,51087,USA,37.590626,-77.490733,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,www.vibrahealthcare.com,NOT AVAILABLE,KINDRED HOSPITAL RICHMOND,51,PROPRIETARY,-999,60,NOT AVAILABLE,N,{4B2FD420-5A55-43AD-8E84-A1C6DD7794F2}
-9136968.5,4424998.14,5343,6224266,RUSSELL COUNTY MEDICAL CENTER,58 CARROLL STREET,LEBANON,VA,24266,NOT AVAILABLE,(276) 883-8000,GENERAL ACUTE CARE,OPEN,78,RUSSELL,51167,USA,36.8987135,-82.078784,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.msha.com/facility.cfm?id=967,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,78,NOT AVAILABLE,Y,{E0A8CAD2-1AD5-4DA7-BF33-3BF9ADD54B99}
-9071308.6,4456389.2,5344,5824651,CARILION TAZEWELL COMMUNITY HOSPITAL,141 BEN BOLT AVENUE,TAZEWELL,VA,24651,NOT AVAILABLE,(276) 988-8700,GENERAL ACUTE CARE,OPEN,56,TAZEWELL,51185,USA,37.1238875,-81.488952,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.carilionclinic.org/carilion/carilion+tazewell+community+hospital,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,56,NOT AVAILABLE,Y,{D279115E-9973-4AB1-97AD-8194066D6C73}
-9108192.1,4452317.39,5346,5924641,CLINCH VALLEY MEDICAL CENTER,6801 GOV. G.C. PEERY HIGHWAY,RICHLANDS,VA,24641,NOT AVAILABLE,(276) 596-6000,GENERAL ACUTE CARE,OPEN,175,TAZEWELL,51185,USA,37.0947173,-81.820282,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.clinchvalleymedicalcenter.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,175,NOT AVAILABLE,Y,{BE176432-5E4B-4F9F-8ABA-D190CD0D5720}
-8625872,4688395.84,5348,4220110,NOVANT HEALTH PRINCE WILLIAM MEDICAL CENTER,8700 SUDLEY ROAD,MANASSAS,VA,20110,NOT AVAILABLE,(703) 369-8000,GENERAL ACUTE CARE,OPEN,130,MANASSAS,51683,USA,38.7673136,-77.487526,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.pwhs.org/,NOT AVAILABLE,PRINCE WILLIAM HOSPITAL,51,NON-PROFIT,-999,130,NOT AVAILABLE,Y,{552E488F-E91C-45B2-B420-93066F02F5B8}
-8909084.7,4475875.76,5349,4824153,LEWISGALE MEDICAL CENTER,1900 ELECTRIC ROAD,SALEM,VA,24153,NOT AVAILABLE,(540) 776-4000,GENERAL ACUTE CARE,OPEN,506,SALEM,51775,USA,37.2633324,-80.031669,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,www.lewis-gale.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,506,NOT AVAILABLE,Y,{0E3F288D-6F4E-4C63-9EFC-FBC6283F682E}
-8503417,4537303.9,5350,14822482,BON SECOURS RAPPAHANNOCK GENERAL HOSPITAL,101 HARRIS DRIVE,KILMARNOCK,VA,22482,NOT AVAILABLE,(804) 435-8000,GENERAL ACUTE CARE,OPEN,76,LANCASTER,51103,USA,37.7012209,-76.387495,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.richmond.bonsecours.com/find-a-facility-rappahannock-general-hospital.html,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,76,NOT AVAILABLE,Y,{E43B842C-D0FA-477C-A119-8421C8043DAC}
-8697775.7,4402038.96,5351,11723970,VCU HEALTH COMMUNITY MEMORIAL HEALTHCENTER,125 BUENA VISTA CIRCLE,SOUTH HILL,VA,23970,NOT AVAILABLE,(434) 447-3150,GENERAL ACUTE CARE,OPEN,99,MECKLENBURG,51117,USA,36.7336009,-78.133448,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.cmh-sh.org,NOT AVAILABLE,COMMUNITY MEMORIAL HEALTHCENTER,51,NON-PROFIT,-999,99,NOT AVAILABLE,N,{F9342AF8-6999-461C-B4E3-2A233A0C81A9}
-8613885.4,4705153.34,5352,3022033,INOVA FAIR OAKS HOSPITAL,3600 JOSEPH SIEWICK DRIVE,FAIRFAX,VA,22033,NOT AVAILABLE,(703) 391-3600,GENERAL ACUTE CARE,OPEN,182,FAIRFAX,51059,USA,38.8845886,-77.379849,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.inova.org/patient-and-visitor-information/facilities/inova-fair-oaks-hospital/index.jsp,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,182,NOT AVAILABLE,Y,{E400BD16-787C-44E0-9BCD-DEA37D9E2A97}
-9199662.6,4429765.94,5356,6524273,NORTON COMMUNITY HOSPITAL,100 15TH STREET NORTHWEST,NORTON,VA,24273,NOT AVAILABLE,(276) 679-9600,GENERAL ACUTE CARE,OPEN,129,NORTON,51720,USA,36.9329568,-82.641975,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.nchosp.org/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,129,NOT AVAILABLE,Y,{2BE90464-AA99-4350-B982-BAEAE6D59FAF}
-8471192.6,4407821.25,5357,147423456,SENTARA PRINCESS ANNE HOSPITAL,2025 GLENN MITCHELL DRIVE,VIRGINIA BEACH,VA,23456,NOT AVAILABLE,(757) 507-1520,GENERAL ACUTE CARE,OPEN,160,VIRGINIA BEACH,51810,USA,36.7752182,-76.098018,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,www.sentara.com/hospitalsfacilities/hospitals/princess-anne/pages/princess-anne.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,160,NOT AVAILABLE,Y,{951CFB44-DB25-47C0-8B8E-8AB3A78299A6}
-8632016.4,4713099.57,5358,19620166,STONE SPRINGS HOSPITAL CENTER,24440 STONE SPRINGS BLVD,DULLES,VA,20166,NOT AVAILABLE,(571) 349-4000,GENERAL ACUTE CARE,OPEN,124,LOUDOUN,51107,USA,38.9401317,-77.542723,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/07 00:00:00+00,http://stonespringshospital.com/,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,124,NOT AVAILABLE,Y,{0DF3AA9A-5946-4914-B762-38B8B12BA162}
-8542211.5,4479581.71,5359,20023188,EASTERN STATE HOSPITAL,4601 IRONBOUND ROAD,WILLIAMSBURG,VA,23188,2652,(757) 253-5161,PSYCHIATRIC,OPEN,300,JAMES CITY,51670,USA,37.2898228,-76.735992,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/09 00:00:00+00,http://www.esh.dbhds.virginia.gov/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - STATE,-999,300,NOT AVAILABLE,N,{3B53F7FE-0076-4069-97BD-4A26B802F82E}
-8597430.8,4701335.81,5360,20122042,NORTHERN VIRGINIA MENTAL HEALTH INSTITUTE,3302 GALLOWS ROAD,FALLS CHURCH,VA,22042,3398,(703) 207-7100,PSYCHIATRIC,OPEN,123,FAIRFAX,51059,USA,38.8578892,-77.232035,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/09 00:00:00+00,http://www.nvmhi.dbhds.virginia.gov/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - STATE,-999,123,NOT AVAILABLE,N,{340A57D1-4708-40D6-A783-49F14D1FA6DF}
-8611592.7,4464574.58,5527,9723805,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,NOT AVAILABLE,(804) 765-5000,GENERAL ACUTE CARE,OPEN,300,PETERSBURG,51730,USA,37.182493,-77.359254,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2013/11/11 00:00:00+00,www.srmconline.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,300,LEVEL III,Y,{3B2C8D20-BCFD-420D-AF70-B7F977D50B31}
-8631700.6,4523687.66,5856,10123229,HENRICO DOCTORS' HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,23229,NOT AVAILABLE,(804) 289-4500,GENERAL ACUTE CARE,OPEN,340,HENRICO,51087,USA,37.6043794,-77.539886,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://henricodoctors.com/,NOT AVAILABLE,HENRICO DOCTORS HOSPITAL MAIN CAMPUS (FOREST),51,PROPRIETARY,-999,340,LEVEL II,Y,{329BFC1D-EDFF-4F58-B2A2-9949E4CCE4F6}
-8951312.9,4465233.16,5859,144624060,LEWISGALE HOSPITAL MONTGOMERY,3700 SOUTH MAIN STREET,BLACKSBURG,VA,24060,NOT AVAILABLE,(540) 951-1111,GENERAL ACUTE CARE,OPEN,146,MONTGOMERY,51121,USA,37.1872064,-80.411012,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,www.lewisgale.com,NOT AVAILABLE,MONTGOMERY REGIONAL HOSPITAL,51,NOT AVAILABLE,-999,146,LEVEL III,Y,{3854BB8D-9D08-4E72-8588-AFCB586ED4DC}
-8463439.8,4420478.62,5869,19723454,VIRGINIA BEACH PSYCHIATRIC CENTER,1100 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454,NOT AVAILABLE,(757) 496-6000,PSYCHIATRIC,OPEN,100,VIRGINIA BEACH,51810,USA,36.8662392,-76.028374,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/07 00:00:00+00,www.vbpcweb.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,100,NOT AVAILABLE,N,{2637AF47-92FB-45CF-9B2C-FF5F02683514}
